,Code,Website,Address,Phone,City,State,Zip,Country,Director1,Director2,Director3,Director4,Director5,Director6,Director7,Director8,Director9,Director10,Director11,Director12,Director13,Director14,Director15,Director16,Director17,Director18,Director19,Director20
1287,PPE,https://www.peoplein.com.au,540 Wickham Street; Level 6,61 7 3238 0800,Fortitude Valley,QLD,4006,Australia,Mr. Ross  Thompson,Mr. Thomas William Reardon,Mr. Adam  Leake,Craig  Thomas,"Jane  Prior B.A., L.L.B.",,,,,,,,,,,,,,,
1288,VVA,https://www.vivaleisure.com.au,Unit 5-8; Level 1 141 Flemington Road,61 2 6163 8011,Mitchell,ACT,2911,Australia,Mr. Harry  Konstantinou,Mr. Kym  Gallagher,Mr. Sean  Hodges,Mr. Angelo  Konstantinou,Mr. Morgan  Bryant,Mr. Gordon  Martin,,,,,,,,,,,,,,
1289,LKE,https://www.lakeresources.com.au,126 Phillip Street; Level 5,61 2 9299 9690,Sydney,NSW,2000,Australia,Mr. David  Dickson,Ms. Amalia  Saenz,Mr. L Don Miller,Ms. Lindsay R. Bourg,Mr. Scott  Munro,Ms. Elizabeth Gentry Brann,Ms. Karen  Greene,Mr. John Mark Freeman Esq.,Mr. Sean  Miller,"Mr. Mark E. H. Anning BCom, FCIS, Grad Dip, LLB (Hons)",,,,,,,,,,
1290,MXI,https://www.maxiparts.com.au,22 Efficient Drive,61 3 9368 7000,Truganina,VIC,3029,Australia,Mr. Peter Oiva Loimaranta B.Commerce CA,Ms. Liz  Blockley,Ms. Angelique  Zammit,Mr. Jerry  Cade,,,,,,,,,,,,,,,,
1291,CLV,https://www.clovercorp.com.au,39 Pinnacle Road,61 3 8347 5000,Altona North,VIC,3025,Australia,"Mr. Peter J. Davey GAICD, gradDip Bus., MBA",Mr. Andrew G. M. Allibon C.A.,Mr. David  Pierotti,Mr. Bassam  Hallak,Ms. Anne  Roach,S.  Poothong,,,,,,,,,,,,,,
1292,EEG,https://empireenergygroup.net,6-10 O’Connell Street; Level 5,61 2 9251 1846,Sydney,NSW,2000,Australia,"Mr. Alexander  Underwood B.Com., L.L.B.",Mr. Robin  Polson,"Dr. Alex  Bruce B.Sc., Ph.D.","Mr. Ben  Johnston B.Com., C.A., M.B.A.",,,,,,,,,,,,,,,,
1293,TSK,https://tasksoftware.com,90 Mona Vale Road; Suite 16,61 2 9997 3500,Mona Vale,NSW,2103,Australia,Mr. Daniel  Houden,Mr. Glenn  Day,Ms. Maria  Clemente,,,,,,,,,,,,,,,,,
1294,NWF,https://www.newfieldresources.com.au,15 McCabe Street,61 8 9389 8880,North Fremantle,WA,6159,Australia,Mr. Nicholas Karl Smithson,Renato  Spaggiari,"Ms. Shu Qing Teo B. Com., MAcc",,,,,,,,,,,,,,,,,
1295,A1M,https://www.aicmines.com.au,130 Hay Street; Suite 3,61 8 6269 0110,Subiaco,WA,6008,Australia,"Mr. Aaron Mark Colleran B.Com., B.E., BCom Finance, BEng Geology, M.A.I.C.",Mr. Michael  Frame,Matthew  Fallon,,,,,,,,,,,,,,,,,
1296,RLT,https://www.renergen.co.za,1 Bompas Road; First Floor Dunkeld West,27 10 045 6000,Johannesburg,,2196,South Africa,Mr. Stefano  Marani,"Mr. Brian  Harvey BCom (Hons), BTech Mech, CA(SA)",Mr. Nicholas Michael Mitchell,,,,,,,,,,,,,,,,,
1297,ZER,https://www.zetaresources.limited,34 Bermudiana Road,441 299 2897,Hamilton,,HM11,Bermuda,,,,,,,,,,,,,,,,,,,,
1298,CCV,https://www.cashconverters.com,141 St Georges Terrace; Level 11,61 8 9221 9111,Perth,WA,6000,Australia,Mr. Sam William Budiselik,Mr. Peter  Cumins,Mr. Jonty  Gibbs,Ms. Lisa  Stedman,Mr. James  Miles,Ms. Meagan  Hamblin,Ms. Kelly  Moore,,,,,,,,,,,,,
1299,BKY,https://www.berkeleyenergia.com,28 The Esplanade; Level 9,61 8 9322 6322,Perth,WA,6000,Australia,"Mr. Robert Arthur Behets B.Sc., B.Sc. (Hons.), FAusIMM, MAIG, Ph.D.","Mr. Dylan  Browne AGIA, B.Com., C.A.","Mr. Francisco Bellon del Rosal M.Sc., MAusIMM",,,,,,,,,,,,,,,,,
1300,VIT,https://vitura.com.au,"Suite 8, Level 3; 299 Toorak Road",61 3 0079 9491,South Yarra,VIC,3141,Australia,Mr. Rodney Damon Cocks,"Mr. Thomas Godfrey Howitt ACIS, AICPA, B.Com., C.A, FTIA",Mr. Guy Rothwell Headley,Mr. Ryan J. Tattle,Ms. Kirsty  Garrett,Mr. Jeffrey  Lerner,Ms. Natalie  Khoury,Mr. Ben  Cirillo,,,,,,,,,,,,
1301,LIN,https://www.lindianresources.com.au,108 St Georges Terrace; Level 24,61 8 6557 8838,Perth,WA,6000,Australia,Mr. Asimwe Matungwa Herman Kabunga,"Mr. Alistair James Stephens BsC Hons, GAICD, Grad Dip Fin, MBA",Mr. Trevor John Matthews,Mr. Michael Bernard Fry B.Com.,"Mr. Brett William Tucker B.Com (UWA), B.Com., C.A.",,,,,,,,,,,,,,,
1302,EGH,https://www.eurekagroupholdings.com.au,120 Edward Street; Level 5,,Brisbane,QLD,4000,Australia,"Mr. Murray Raymond Boyte BCA, CA, CMInstD, MAICD","Ms. Laura  Fanning A, C.A., C.S., CGP","Ms. Patricia  Vanni de Oliveira AGIA, L.L.B.",,,,,,,,,,,,,,,,,
1303,STA,https://www.strandline.com.au,London House; Level 9 216 St Georges Terrace,61 8 9226 3130,Perth,WA,6000,Australia,"Mr. Jozsef M. J. Patarica B.Eng, MAICD, MAusIMM, MBA","Mr. David N. Harley B.Sc., B.Sc (Hons), M.Sc., F.Aus. I.M.M",Ms. Jenelle  Goddard,Ms. Belinda  Murray,Mr. Jamie  Cann,Mr. Alan Frederick Luscombe,,,,,,,,,,,,,,
1304,3DA,https://www.amaero.com.au,13 Normanby Road,61 3 9905 9847,Notting Hill,VIC,3168,Australia,Mr. Hank J. Holland,Mr. Eric  Bono,Mr. Christopher Thomas Scanlon,Mr. Jay  Chandran,Mr. Ken  Davis,Ms. Jane  Storey,"Mr. Mark Andrew Licciardo B Bus (Acc), FCIS, FGIA, GAICD, GradDip CSP",,,,,,,,,,,,,
1305,AGY,https://www.argosyminerals.com.au,22 Mount Street; Level 2,61 8 6188 8181,Perth,WA,6000,Australia,Mr. Jerko Peter Zuvela,Mr. John  Tasovac,Mr. Rafael  Moreno,"Ms. Andrea Simone Betti A.C.I.S., C.A., M.B.A.",Mr. Johan  de Witt,,,,,,,,,,,,,,,
1306,RXM,https://www.rexminerals.com.au,68 St Vincent Highway,61 3 9068 3077,Pine Point,SA,5571,Australia,"Mr. Richard  Laufmann B. Eng., B.E., M.A.I.C.D., MAICD, MAusIMM","Ms. Amber Rayne Rivamonte B.Bus (Acc), C.P.A., CPA, M.A.I.C.D.",Mr. Jason  Schell,"Mr. Peter John Bird AFin, BSc(Hons), MAICD, MAusIMM","Mr. Peter G. Larsen BA, LLB (Hons)",Ms. Cherie  Leeden,Mr. Wojciech  Ozga M.Sc.,"Mr. Steven Richard Olsen B.Sc.(Hons), M.Sc.(MinEx), MAusIMM",Mr. Charles  McHugh,"Ms. Kay  Donehue AAICD, AGIA, C.S.",,,,,,,,,,
1307,HGO,https://www.hillgroveresources.com.au,5-7 King William Road; Ground Floor PO Box 372,61 8 7070 1698,Unley,SA,5061,Australia,Mr. Lachlan A. Wallace,Mr. Joe  Sutanto,"Mr. Peter James Rolley MAIG, MSc (Geology)",,,,,,,,,,,,,,,,,
1308,MTO,https://www.mcholdings.com.au,68 Moss Street,61 7 3380 2290,Slacks Creek,QLD,4127,Australia,Mr. David Hedley Ahmet,Mr. Robert John Donovan CPA,Mr. Michael Charles Cooksley,"Ms. Nicole  Spink FCIS, FCPA",Ms. Stephanie  So,,,,,,,,,,,,,,,
1309,EZL,https://www.euroz.com,Alluvion; Level 18 58 Mounts Bay Road,61 8 9488 1400,Perth,WA,6000,Australia,Mr. Andrew William McKenzie,Mr. Timothy  Bunney,Mr. Anthony Mark Brittain,Mr. Robert  Black,Mr. Ian Michael Paterson Parker,Mr. Richard  Simpson,Mr. Ben  Crossing,Mr. Gavin  Allen C.F.A.,Mr. Marc  Lincoln,Ms. Amanda  Boyce,,,,,,,,,,
1310,DEV,https://www.devexresources.com.au,1292 Hay Street; Level 3,61 8 6186 9490,West Perth,WA,6005,Australia,"Mr. Brendan J. Bradley B.Sc., MAIG","Ms. Stacey  Apostolou B.Bus., CPA","Ms. Kym A. Verheyen B.Com, ACA","Mr. Christopher  Torrey B.Sc, B.Sc., FSEG, M.Sc, M.Sc., MAIG, RP Geo",,,,,,,,,,,,,,,,
1311,MDR,https://www.medadvisorsolutions.com,971 Burke Road; Level 2,61 3 9095 3036,Camberwell,VIC,3124,Australia,Mr. Richard  Ratliff,"Ms. Ancila  Desai B.Com., C.A., M.B.A.",Mr. Craig  Schnuriger,Mr. Jamal  Butt,Mr. James M. Rotsart R.Ph.,Mr. Wayne  Marinoff,Ms. Anshu  Raghuvanshi,,,,,,,,,,,,,
1312,HE8,https://www.heliosenergyltd.com,295 Rokeby Road; Suite 6,61 1300 291 195,Subiaco,WA,6008,Australia,Mr. Richard  He,Mr. Greg  Hunt,Mr. Henko  Vos,,,,,,,,,,,,,,,,,
1313,NZK,https://www.kingsalmon.co.nz,17 Bullen Street; Tahunanui,64 3 548 5714,Nelson,,7011,New Zealand,Mr. Graeme  Tregidga,"Mr. Carl  Carrington B.E., M.B.A.",Mr. Ben  Rodgers BBS,Ms. Monique  Hatfull,Ms. Nikki  Rackley,Mr. Grant Wayne Lovell B.Sc.,,,,,,,,,,,,,,
1314,PGC,https://www.paragoncare.com.au,77-97 Ricketts Road,61 3 8833 7800,Mt Waverley,VIC,3149,Australia,Mr. John Andrew Walstab,Ms. Josephine De Martino,"Ms. Melanie Jaye Leydin B.Bus, C.A.","Ms. Claire  Newstead-Sinclair BBus, C.A., CA",,,,,,,,,,,,,,,,
1315,EGG,https://www.enero.com,100 Harris Street; Level 2,61 2 8213 3031,Pyrmont,NSW,2009,Australia,Mr. Brent  Scrimshaw,Ms. Carla  Webb-Sear,Ms. Catherine  Hoyle,Lu  Borges,Mr. Gavin  Coombes,,,,,,,,,,,,,,,
1316,SLH,https://www.silklogistics.com.au,850 Lorimer Street; Unit 3,61 3 9281 6900,Port Melbourne,VIC,3207,Australia,Mr. Brendan  Boyd,Mr. John Anthony Joseph Sood,Ms. Danielle  Aquilina MBUS (LOGMGT),Mr. James  Nicholias,Mr. Matthew  Hannah,Ms. Nicole  Sullivan,"Ms. Melanie Jaye Leydin B.Bus, C.A.",,,,,,,,,,,,,
1317,CTM,https://www.centaurus.com.au,1 Ord Street; Level 2,61 8 6424 8420,West Perth,WA,6005,Australia,"Mr. Darren Peter Gordon A.C.I.S., ACIS, AGIA, B.Bus, CA, F.C.A., FFin, M.A","Mr. Johannes W. Westdorp BBus, C.P.A., CPA, GradDip, M.A.I.C.D.",Mr. Wayne E. Foote Beng Mausimm,Mr. Roger J. Fitzhardinge MAusIMM,"Mr. Bruno Rocha Scarpelli P.M.P., M.Sc., PMP",Ms. Julia  Oliveira,,,,,,,,,,,,,,
1318,QIP,https://www.qantmip.com,1 Nicholson Street; Level 15,61 3 9254 2666,Melbourne,VIC,3002,Australia,"Mr. Craig Russell Dower FAICD, FAIM, MACS",Mr. Brenton  Lockhart C.A.,"Ms. Krista  Stewart B.A., L.L.B.","Mr. David  Webber B.E., L.L.B.","Mr. Michael  Wolnizer L.L.B., L.L.M.",Ms. Kylie  Sprott B.A.,"Mr. Morgan H. Sloper MLM, BALLB (Hons), GdipLegalPrac",Mr. John  Dower,Claire  Foggo B.A.,,,,,,,,,,,
1319,IOD,https://iodm.com.au,385 Bourke Street; Level 23,61 3 8396 5890,Melbourne,VIC,3000,Australia,"Mr. Mark David Reilly A.C.A, B.Bus.",Ms. Petrina  Halsall,Mr. Chris  Ward,Mr. Damian  Arena,,,,,,,,,,,,,,,,
1320,4DS,https://www.4dsmemory.com,50 Kings Park Road; Level 2,61 8 6377 8043,West Perth,WA,6005,Australia,"Mr. David Jerimiah McAuliffe B.Pharm, LLB (Hons)",Mr. Ting P Yen,"Mr. Peter Gordon Webse B.Bus, FCIS, FCPA, FGIA, M.A.I.C.D.",,,,,,,,,,,,,,,,,
1321,XRF,https://www.xrfscientific.com,86 Guthrie Street,61 8 9244 0600,Osborne Park,WA,6017,Australia,Mr. Vance  Stazzonelli,"Mr. Andrew  Watson B.Comm, CA",Mr. Stephen  Prossor,,,,,,,,,,,,,,,,,
1322,IVZ,https://www.invictusenergy.com,10 Outram Street; Level 1,61 8 6102 5055,West Perth,WA,6005,Australia,Mr. Scott  Macmillan,"Mr. Gabriel Mario Chiappini B.Com, C.A., GAICD, ICAA, MAICD",,,,,,,,,,,,,,,,,,
1323,ERD,https://www.eroad.co.nz,260 Oteha Valley Road; Level 3 Albany,64 9 927 4700,Auckland,,0632,New Zealand,Mr. Mark  Heine,Ms. Margaret  Warrington,Mr. Aaron  Latimer,Mr. Tim  Mole,Ms. Ksenija  Chobanovich,Ms. Shelley  Prentice,Mr. Akinyemi  Koyi,Mr. Steen Moller Andersen,Mr. Craig  Marris,Mr. Dean  Marris,,,,,,,,,,
1324,AVL,https://www.australianvanadium.com.au,50 Kings Park Road; Level 2,61 8 9321 5594,West Perth,WA,6005,Australia,Mr. Graham  Arvidson,Mr. Thomas  Plant,Mr. Todd  Richardson B.Sc.,Mr. Louis  Mostert,Mr. Ross  Jennings,"Mr. Neville John Bassett A.M., AM, B.Bus., F.C.A., FCA",,,,,,,,,,,,,,
1325,LLO,https://www.liononemetals.com,306-267 West Esplanade,604-998-1250,North Vancouver,BC,V7M 1A5,Canada,Mr. Walter Harold Berukoff,Mr. Tony  Young C.A.,"Mr. Patrick  Hickey M.B.A., P.E.",Mr. Hamish  Greig,Ms. Stephanie  Martel,Mr. Alex  Nichol,Mr. David M. Mcarthur,,,,,,,,,,,,,
1326,SSG,https://www.shavershop.com.au,Chadstone Tower One; Level 1 1341 Dandenong Road,61 3 9840 5900,Chadstone,VIC,3148,Australia,Mr. Cameron  Fox,Mr. Lawrence R. Hamson,Philip  Tine,Ms. Rita  Najmeddine,,,,,,,,,,,,,,,,
1327,ALA,https://www.arovella.com,Corporate Once; 84 Hotham Road,61 3 9863 6472,Preston,VIC,3072,Australia,Dr. Michael  Baker,"Dr. Nicole  van der Weerden B.Sc., BSc (Hons), MBA (MBS), Ph.D.","Mr. Tim  Luscombe B.Com., C.A.",Michelle  Long,Tony  Macintyre,,,,,,,,,,,,,,,
1328,AEE,https://www.auraenergy.com.au,35 Collins Street; Level 30,61 3 9101 8551,Melbourne,VIC,3000,Australia,Mr. Andrew  Grove,"Mr. Neil John Clifford BSc(hons), DIC, MSc","Mr. Ross James Kennedy ACA, B.Com, Grad. Dip",,,,,,,,,,,,,,,,,
1329,CYG,https://www.cgl.com.au,235 Settlement Road,61 3 9205 8290,Thomastown,VIC,3074,Australia,"Mr. Robert James Bulluss B BUS (Acc), FCPA, GAICD",Mr. Rodney James Jackson,Mr. Ken  Lam,Renee  Monkman-Straub,"Mr. Mark Andrew Licciardo B Bus (Acc), FCIS, FGIA, GAICD, GradDip CSP",,,,,,,,,,,,,,,
1330,TBR,https://tribune.com.au,49 Melville Parade; Suite G1,61 8 9474 2113,South Perth,WA,6151,Australia,Mr. Otakar  Demis,Mr. Anthony B. Billis,Ms. Lyndall  Vaughan BBus (Acc),Mr. Stephen  Buckley,,,,,,,,,,,,,,,,
1331,STK,https://www.stricklandmetals.com.au,15 Ogilvie Road; Level 4,61 8 6317 9875,Mount Pleasant,WA,6153,Australia,Mr. Andrew Gordon Bray,Mr. Richard  Pugh,Mr. Sleiman  Majdoub,,,,,,,,,,,,,,,,,
1332,SHA,https://shape.com.au,155 Clarence Street; Level 11,61 2 9906 6977,Sydney,NSW,2000,Australia,Mr. Peter  Marix-Evans,Mr. Scott Bradley Jamieson,Ms. Belinda  Montgomery,Ms. Kate  Evans,Ms. Laura  Newell,,,,,,,,,,,,,,,
1333,EMV,https://www.emvision.com.au,65 Epping Road; Suite 4.01,61 2 8667 5337,Macquarie Park,NSW,2113,Australia,Mr. Scott  Kirkland,Ms. Emma  Waldon,Ms. Forough  Khandan,"Prof. Stuart  Crozier B.E., M.Sc., Ph.D.",Mr. Robert  Tiller,Dr. Konstanty  Bialkowski,Dr. Christian  Wight,,,,,,,,,,,,,
1334,PRG,https://prlgroup.com.au,6 Thorogood Street,61 8 6250 4900,Burswood,WA,6100,Australia,Mr. Ah Hong  Lai,Mr. Darren  Gold,Mr. Adrian Joseph Anthony Gurgone,Mr. Lip Jen  Tee,Mr. Ramanathan E. S. Krishnan,"Ms. Bee Hiang  Lee B Bus, Fcis, FGIA, Grad.Dip.",,,,,,,,,,,,,,
1335,FWD,https://www.fleetwoodlimited.com.au,464 Hay Street; Level 2,61 8 9323 3300,Subiaco,WA,6008,Australia,Mr. Bruce  Nicholson,"Mr. Andrew  Wackett B.Com., FCPA","Ms. Elizabeth  Maynard B.Com., L.L.B.","Mr. Andrew  McCormack B.E., M.A.",Ms. Tara  Goldsworthy,Mr. David  Bolton,Mr. Andrew Christopher Arapakis,,,,,,,,,,,,,
1336,IPD,https://www.impedimed.com,50 Parker Court; Unit 1,61 7 3860 3700,Pinkenba,QLD,4008,Australia,Mr. Shashi  Tripathi,"Mr. McGregor  Grant BEc, C.A., FCIS, GAICD",Dr. Parmjot  Bains M.D.,Mr. Dennis  Schlaht,Lisa  Prom,Ms. Joann  Yao,"Dr. Steven  Chen M.B.A., M.D.","Ms. Leanne  Ralph AAICD, ACIS, BBus",Dr. Walton A. Taylor,,,,,,,,,,,
1337,FFM,https://www.fireflymetals.com.au,8 Richardson Street; Level 2,61 8 9220 9030,West Perth,WA,6005,Australia,Mr. Darren  Cooke,Mr. William  Nguyen,"Mr. Michael Dylan Naylor AGIA, B Com, CA","Mr. Stephen Andrew Parsons AusIMM, B.Sc.",Mr. Juan  Gutierrez,Ms. Maddison  Cramer,,,,,,,,,,,,,,
1338,COS,https://cosol.global,"Unit 1, 490-500 Adelaide Street",61 7 3129 3341,Brisbane,QLD,4000,Australia,Mr. Scott Evatt McGowan,Mr. Anthony  Stokes,Mr. Benjamin Thomas Buckley,Mr. Matthew  Glasner,Mr. Max  Rogers,Ms. Annette  Henry,Mark  Warrener,"Ms. Lisa  Wynne ACSA, B.Com., BBus., C.A., CA, FCIS",,,,,,,,,,,,
1339,VEE,https://www.veem.com.au,22 Baile Road,61 8 9455 9355,Canning Vale,WA,6155,Australia,Mr. Mark David Miocevich,"Mr. David James Rich B.Com., F.C.A.",Mr. Trevor  Raman,Mr. David James Wood,,,,,,,,,,,,,,,,
1340,CYC,https://www.cyclopharm.com,1 The Crescent; Unit 4,61 2 9541 0411,Kingsgrove,NSW,2208,Australia,"Mr. James S. McBrayer F.A.C.I.D., BSPharm, GDM, FAICD, AIM",Mr. Mathew  Farag,Mr. Graham N. Phillips,Dr. Mark  Doverty,Ms. Sally-Ann  Cornelius,Ms. Niamh  McAree,Mr. Chris  Quinn,Ms. Sui Ling Cheah,Mr. Lynn  McLauchlin,Mr. Gary T. Somerville,,,,,,,,,,
1341,CHL,https://www.camplify.com,42 Union Street,61 13 0041 6133,Wickham,NSW,2293,Australia,Mr. Justin  Hales,Ms. Andrea  MacDougall,Mr. Stephen  Short,Mr. Jonathan  Milgate,Mr. Josh  Fischer,Ms. Marie  Carponi,"Mr. Shaun  Mahony B.Com., C.A., M.A.I.C.D.",,,,,,,,,,,,,
1342,AND,https://www.ansarada.com,80 George Street; Level 2,61 2 8241 0888,The Rocks,NSW,2000,Australia,Mr. Samuel  Riley,"Mr. Stuart  Clout B.A., L.L.B.",Mr. James  Drake,Ms. Lauren  Jarvis,Ms. Patricia  Vanni de Oliveira,Zoe  Smith,,,,,,,,,,,,,,
1343,ASM,https://asm-au.com,66 Kings Park Road; Level 4,61 8 9200 1681,West Perth,WA,6005,Australia,Ms. Rowena Jane Smith B.Com.,"Mr. Stephen James Motteram BSc (Ag), C.P.A., Grad Dip Econ, M.B.A., MBA",Mr. Christiaan Cornelius Jordaan,Ms. Annaliese  Eames,Peter  Finnimore,"Mr. Dennis William Wilkins B.Bus., AICD, ACIS",,,,,,,,,,,,,,
1344,CAA,https://www.capral.com.au,15 Huntingwood Drive,61 2 9682 0710,Huntingwood,NSW,2148,Australia,"Mr. Anthony M. Dragicevich A.C.A., B.Com., B.COMM ACA","Mr. Tertius  Campbell BCom (Hons), CTA, CA",Lauren  Osbich,,,,,,,,,,,,,,,,,
1345,BRI,https://bigriverindustries.com.au,Trenayr Road,61 2 6644 0900,Junction Hill,NSW,2460,Australia,Mr. John  Lorente,"Mr. John  O'Connor A.C.M.A., B.Com.",Steph  Bassett,,,,,,,,,,,,,,,,,
1346,FEX,https://fenixresources.com.au,Emerald House; Office 10 1202 Hay Street,61 8 9226 2011,West Perth,WA,6005,Australia,"Mr. John Paul Welborn B.Com., C.A., F.C.A., FAIM, J.P., M.A.I.C.D., MAus",Mr. Stuart  Ausmeier,Mr. Christopher Mark Tuckwell,"Ms. Shannon Louise Coates A.C.I.S., ACS, B.A., BJuris, GAICD, GIA (cert), L.",,,,,,,,,,,,,,,,
1347,AII,https://www.almonty.com,100 King Street West; Suite 5700,647-438-9766,Toronto,ON,M5X 1C7,Canada,Mr. M. Lewis Black,"Mr. Mark N. Gelmon C.A., CPA",Mr. John  Yi,Ms. Marion  McGrath,"Mr. Piers Richard Lewis AGIA, B.Com., BComm, C.A.",,,,,,,,,,,,,,,
1348,M7T,https://www.mach7t.com,120 Kimball Avenue; Suite 210,802 861 7745,South Burlington,VT,05403,United States,Mr. Michael  Lampron,Ms. Dyan  O'Herne,Mr. David  Madaffri,Francoise  Dixon,Mr. Bob  Tranchida,"Mr. Anthony  Panther A.C.I.S., ACIS, AGIA, B. Ec, B.E., C.A., CA, FDN",,,,,,,,,,,,,,
1349,NTU,https://northernminerals.com.au,40 Kings Park Road; Ground Floor,61 8 9481 2344,West Perth,WA,6005,Australia,"Mr. Nicholas Anthony Curtis A.M., B.A., BA (Hons), FAICD","Mr. Shane Anthony  Hartwig ACIS, B.Bus, CPA",Ms. Hayley  Patton,Mr. Robin  Jones,Mr. Bin  Cai,Ms. Angela  Glover,Mr. Kurt  Warburton,Ms. Belinda  Pearce,,,,,,,,,,,,
1350,TRJ,https://www.trajanscimed.com,7 Argent Place,61 3 9837 4200,Ringwood,VIC,3134,Australia,Mr. Stephen  Tomisich,"Mr. Alister John Hodges CPA, CPA",Mr. Nigel  Gilligan,Dr. Andrew Arthur Gooley,Mr. Robert  Lyon,Mr. Sam  Evans,Ms. Helene  Lajoie,"Mr. Mark Andrew Licciardo B Bus (Acc), FCIS, FGIA, GAICD, GradDip CSP",,,,,,,,,,,,
1351,LGL,https://www.lynchgroup.com.au,8b Williamson Road,61 2 8778 5388,Ingleburn,NSW,2565,Australia,Mr. Hugh Edward Toll,Mr. Steven  Wood,Mr. David  Di Pietro,Mr. Dirk  Vlaar,Mr. Scott  Salter,,,,,,,,,,,,,,,
1352,BRL,https://www.bathurst.co.nz,1 Willeston Street; Level 12,64 4 499 6830,Wellington,,6011,New Zealand,Mr. Richard  Tacon,"Mr. Russell Lee Scott Middleton B.Bus., F.Fin, FCPA, GAICD, M.B.A.",Sam  Johnstone,Ms. Carmen  Dunick,Ms. Larissa  Brown,,,,,,,,,,,,,,,
1353,ATG,https://www.articore.com,697 Collins Street; Level 12,61 3 9650 0138,Docklands,VIC,3008,Australia,Mr. Martin  Hosking,Mr. Robert  Doyle,Virginia  Spring,Mr. James  Toy,Ms. Meahan F. Callaghan,Ms. Carlie  Hodges,Mr. Vivek  Kumar,Mr. Adam  Crouch,,,,,,,,,,,,
1354,AVJ,https://www.avjennings.com.au,108 Power Street; Level 4,61 3 8888 4800,Hawthorn,VIC,3122,Australia,"Mr. Philip Nicholas Kearns A.M., B.A.",Ms. Shanna  Souter,Mr. Stenio C. Orlandi,"Mr. Carl D. Thompson B.Com., B.Comm., L.L.B.",Ms. Lisa  Hunt,Mr. David  Lowden,,,,,,,,,,,,,,
1355,A2B,https://www.a2baustralia.com,9-13 O’Riordan Street,61 2 9332 9222,Alexandria,NSW,2015,Australia,Mr. Ton  van Hoof,Ms. Olivia  Barry,Mr. Gary  Becus,Joseph  Crepaldi,"Mr. Howard T. Edelman B.A., J.D.",Ms. Tanya  Steigerwalt,David  Samuel,,,,,,,,,,,,,
1356,SM1,https://www.synlait.com,1028 Heslerton Road; RD13,64 3 373 3000,Rakaia,,7783,New Zealand,Mr. Grant  Watson,Mr. Robert  Stowell,Mr. Paul  Mallard,Allan  Swann,Ms. Cathy  Gamlen,Hannah  Lynch,Ms. Abby  Ye,Mr. Charles  Fergusson,Mr. Glenn  Laing,Tania  Pearson,,,,,,,,,,
1357,RFG,https://www.rfg.com.au,35 Robina Town Centre Drive; Level 4,61 7 5591 3242,Robina,QLD,4226,Australia,"Mr. Peter  George B.Com., LLB",Mr. Matthew  Marshall,Mr. Robert  Shore,Mr. Anthony Mark Connors LLB,Belinda  Hamilton,Mr. Damian  Tarry,Gabriel  Perez,,,,,,,,,,,,,
1358,29M,https://www.29metals.com,150 Collins Street; Level 2,61 3 7037 5300,Melbourne,VIC,3000,Australia,"Mr. Peter Geoffrey  Albert B.Sc., BSc (Hons), CEng, EMBA, FAusIMM, M.A.I.C.D.","Mr. Peter  Herbert B.Com., C.A.","Mr. Ed  Cooney B.E., M.B.A.","Mr. Clifford R. Tuck BScApp, L.L.B., llB (hons)",Brett  Milner,Mr. Michael  Slifirski,Scott  Campbell,Adrianna  Quinn,Tara  Garrood,Lucas  Williams,,,,,,,,,,
1359,NZM,https://www.nzme.co.nz,2 Graham Street,64 9 379 5050,Auckland,,1010,New Zealand,Mr. Michael Raymond Boggs CA,Mr. David  Mackrell,Paddy  Walker,Ms. Kelly  Gunn,Ms. Katie  Mills,Ms. Tracey  Taylor,Ms. Carolyn  Luey,Mr. Jason  Winstanley,Mr. Greg  Hornblow,Mr. Murray  Kirkness,,,,,,,,,,
1360,BSE,https://www.baseresources.com.au,46 Colin Street; Level 3,61 8 9413 7400,West Perth,WA,6005,Australia,"Mr. Timothy James Carstens ACA, B.Com.","Mr. Kevin  Balloch BBus, CPA","Mr. Chadwick  Poletti B.Com., L.L.B., LLB (Hons)",Mr. Stephen  Hay,James  Fuller,,,,,,,,,,,,,,,
1361,PCL,https://pancon.com.au,30 Richardson Street; Level 2,61 8 6363 7090,West Perth,WA,6005,Australia,"Mr. Ernest Anthony Myers CPA, CPA","Ms. Vesna  Petrovic B.Com., BComm, C.P.A., CPA",Mr. Roy Barry Rushworth B.Sc.,,,,,,,,,,,,,,,,,
1362,FLC,https://www.fluencecorp.com,7135 Madison Ave; West,212 572 5700,Golden Valley,MN,55427,United States,Mr. Thomas M. Pokorsky,Mr. Spencer D. Smith Esq.,Mr. Richard H. Cisterna,Mr. Benjamin A. Fash,"Ms. Melanie Jaye Leydin B.Bus, C.A.",Ms. Natalya  Medinina,,,,,,,,,,,,,,
1363,PPS,https://www.praemium.com,367 Collins Street; Level 19,61 3 8622 1222,Melbourne,VIC,3000,Australia,"Mr. Anthony Stewart Wamsteker BEc, SF Fin",Mr. David  Coulter,Mr. James  Edmonds,Mr. Richard  Large,Ms. Angela  Godfrey,Ms. Rebecca Louise Murphy,Mr. Denis  Orrock,"Mr. Mark Andrew Licciardo B Bus (Acc), FCIS, FGIA, GAICD, GradDip CSP",Ms. Rachel  Axton,,,,,,,,,,,
